,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
19,9,Pooled data Train,0.8847103216627622,0.9533310869355925,0.884709730171709,0.8839869281045751,random_Q,1000Brains,0
20,10,Pooled data Test,0.7352941176470589,0.8066555598274168,0.7412140575079872,0.7581699346405228,random_Q,1000Brains,0
21,10,Pooled data Train,0.8739770867430442,0.9485643722158679,0.8747967479674796,0.8805237315875614,random_Q,1000Brains,0
22,11,Pooled data Test,0.6601307189542484,0.7603058652654962,0.6462585034013606,0.6209150326797386,random_Q,1000Brains,0
23,11,Pooled data Train,0.8707037643207856,0.9460544678708136,0.8696369636963697,0.8625204582651391,random_Q,1000Brains,0
24,12,Pooled data Test,0.6764705882352942,0.7468922209406639,0.6775244299674267,0.6797385620915033,random_Q,1000Brains,0
25,12,Pooled data Train,0.8780687397708674,0.9493813634914725,0.8783673469387755,0.8805237315875614,random_Q,1000Brains,0
26,13,Pooled data Test,0.6655701754385965,0.7240282077743379,0.6666666666666666,0.6666666666666666,random_Q,1000Brains,0
27,13,Pooled data Train,0.8732750874490549,0.9491324625867805,0.8751007252215954,0.8887070376432079,random_Q,1000Brains,0
28,14,Pooled data Test,0.6820820433436532,0.7531819745442037,0.692063492063492,0.7171052631578947,random_Q,1000Brains,0
